PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID
2379,1,2018,ARI,41,Antoine Bethea,FS,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.70,20.40,0.90,0.40,2.80,0.80,3.70,1.20,0.60,0.10,2.10,0.20,0.00,0.00,0.00,0.00,0.00,0.00,70.88,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
2428,1,2018,ARI,3,Carson Palmer,QB,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617.00,600.00,1
5571,1,2018,ARI,11,Larry Fitzgerald,WR,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,130.15,95.00,991.00,10.4,7.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.10,WR,,0.00,31,36,186.60,0.00,0.00,0.00,0.00,0.00,235.10,42.70,35.20,1
5714,1,2018,ARI,4,Phil Dawson,K,ST,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.02,26.00,34.00,0.00,0.00,0.00,112.00,K,,35.00,0,0,112.00,0.00,0.00,0.00,0.00,0.00,112.00,369.00,415.00,1
11026,1,2018,ARI,84,Jermaine Gresham,TE,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,42.96,24.00,236.00,9.8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.60,TE,,0.00,0,0,41.60,0.00,0.00,0.00,0.00,0.00,53.60,375.00,333.00,1
11437,1,2018,ARI,98,Corey Peters,DT,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.30,13.20,3.10,1.30,9.10,2.70,1.50,1.00,0.50,0.00,0.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,49.71,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
11527,1,2018,ARI,9,Sam Bradford,QB,OFF,16,16,243.00,165.00,1927.00,67.9,7.9,11.7,11.00,5.00,98.23,0.00,0.00,0.00,4.00,17.00,4.2,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.78,QB,,0.00,0,0,117.78,0.00,0.00,0.00,0.00,0.00,117.78,266.00,289.00,1
12157,1,2018,ARI,93,Arthur Moats,DE,DEF,8,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,1.70,0.90,0.40,2.80,0.80,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.73,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
12815,1,2018,ARI,57,Josh Bynes,ILB,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.80,26.40,2.60,1.10,7.70,2.30,4.50,1.10,0.50,0.10,0.80,0.10,0.00,0.00,0.00,0.00,0.00,0.00,86.77,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
12874,1,2018,ARI,18,Greg Little,WR,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WR,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1138.00,1121.00,1
13415,1,2018,ARI,21,Patrick Peterson,CB,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.10,12.00,0.00,0.00,0.00,0.00,6.70,1.50,0.80,0.10,1.70,0.10,0.00,0.00,0.00,0.00,0.00,0.00,50.00,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
13749,1,2018,ARI,55,Chandler Jones,DE,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.20,15.10,27.50,11.70,81.90,24.60,2.90,1.60,0.80,0.00,0.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,133.44,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
14847,1,2018,ARI,80,Ifeanyi Momah,WR,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WR,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,743.00,726.00,1
14878,1,2018,ARI,28,Jamar Taylor,CB,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.20,20.10,0.50,0.20,1.40,0.40,8.90,1.50,0.80,0.10,1.40,0.10,0.00,0.00,0.00,0.00,0.00,0.00,72.89,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
15066,1,2018,ARI,18,Brice Butler,WR,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WR,,0.00,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00,244.00,1
15147,1,2018,ARI,51,Gerald Hodges,OLB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,7.50,2.10,0.90,6.30,1.90,0.60,0.40,0.20,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,29.68,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
15201,1,2018,ARI,7,Mike Glennon,QB,OFF,16,16,11.00,5.00,54.00,45.5,4.9,10.8,0.00,0.00,60.42,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,QB,,0.00,0,0,2.16,0.00,0.00,0.00,0.00,0.00,2.16,610.00,593.00,1
15631,1,2018,ARI,32,Derrick Coleman,FB,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,1.00,3.00,3,0.00,0.00,1.45,1.00,16.00,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,RB,,0.00,0,0,2.40,0.00,0.00,0.00,0.00,0.00,2.90,678.00,661.00,1
15659,1,2018,ARI,17,Rashad Ross,WR,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WR,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769.00,752.00,1
15725,1,2018,ARI,10,Brittan Golden,WR,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WR,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.00,695.00,1
15814,1,2018,ARI,91,Benson Mayowa,DE,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,5.90,6.80,2.90,20.30,6.10,0.20,0.50,0.30,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,39.28,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
15843,1,2018,ARI,96,Jacquies Smith,DE,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,6.80,2.90,20.30,6.10,0.80,0.50,0.30,0.00,0.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,37.93,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16026,1,2018,ARI,97,Garrison Smith,DT,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,2.60,0.90,0.40,2.80,0.80,0.30,0.20,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.88,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16050,1,2018,ARI,56,Zach Moore,DE,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,1.70,0.00,0.00,0.00,0.00,0.20,0.20,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.65,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16551,1,2018,ARI,23,Bene' Benwikere,CB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.80,3.90,0.00,0.00,0.00,0.00,1.60,0.30,0.10,0.00,0.40,0.10,0.00,0.00,0.00,0.00,0.00,0.00,14.35,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16552,1,2018,ARI,38,Tre Boston,FS,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.10,15.60,1.40,0.60,4.20,1.30,1.90,1.00,0.50,0.10,1.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00,56.52,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16642,1,2018,ARI,20,Deone Bucannon,OLB,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.10,34.00,1.90,0.80,5.60,1.70,2.50,1.30,0.70,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,101.46,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16819,1,2018,ARI,44,Markus Golden,DE,DEF,14,14,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,13.10,18.30,7.80,54.60,16.40,0.40,1.20,0.60,0.00,0.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,96.01,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16847,1,2018,ARI,31,David Johnson,RB,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,289.00,1106.00,3.8,9.00,0.00,93.60,72.00,719.00,10.0,3.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.50,RB,,0.00,60,56,284.50,0.00,0.00,0.00,0.00,0.00,323.50,3.50,3.30,1
16877,1,2018,ARI,95,Rodney Gunter,DT,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,5.10,3.80,1.60,11.20,3.40,0.60,0.40,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
16919,1,2018,ARI,14,JJ Nelson,WR,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,3.00,19.00,6.3,0.00,0.00,32.40,20.00,274.00,13.7,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.30,WR,,0.00,0,0,49.30,0.00,0.00,0.00,0.00,0.00,60.30,208.00,200.00,1
16991,1,2018,ARI,49,Edmond Robinson,OLB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.40,4.70,2.10,0.90,6.30,1.90,0.30,0.20,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.68,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
17182,1,2018,ARI,85,Gabe Holmes,TE,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2.62,2.00,11.00,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,TE,,0.00,,,2.10,0.00,0.00,0.00,0.00,0.00,3.10,493.00,468.00,1
17204,1,2018,ARI,61,Nordly Capi,DE,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,3.20,5.20,2.20,15.40,4.60,0.30,0.40,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.34,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
17529,1,2018,ARI,72,Olsen Pierre,DT,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.70,6.80,9.20,3.90,27.30,8.20,1.70,0.50,0.30,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,50.53,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
17941,1,2018,ARI,90,Robert Nkemdiche,DT,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.30,10.20,3.50,1.50,10.50,3.20,1.50,1.00,0.50,0.00,0.40,0.10,0.00,0.00,0.00,0.00,0.00,0.00,43.95,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18122,1,2018,ARI,35,Harlan Miller,SS,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,9.50,0.20,0.10,0.70,0.20,1.80,0.50,0.30,0.00,0.70,0.10,0.00,0.00,0.00,0.00,0.00,0.00,31.32,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18139,1,2018,ARI,7,Brandon Doughty,QB,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.00,618.00,1
18166,1,2018,ARI,58,Scooby Wright,ILB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.10,5.60,0.90,0.40,2.80,0.80,0.50,0.20,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.38,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18168,1,2018,ARI,81,Beau Sandland,TE,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,TE,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,934.00,917.00,1
18253,1,2018,ARI,37,DJ Foster,RB,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,478.00,443.00,1
18330,1,2018,ARI,26,Brandon Williams,CB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.50,0.00,0.00,0.00,0.00,1.50,0.30,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.05,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18334,1,2018,ARI,80,Bryce Williams,TE,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,TE,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.00,916.00,1
18349,1,2018,ARI,34,Brandon Wilds,RB,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,23.00,59.00,2.6,0.00,0.00,2.88,2.00,15.00,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.40,RB,,0.00,,,8.40,0.00,0.00,0.00,0.00,0.00,9.40,366.00,373.00,1
18410,1,2018,ARI,59,Vontarrius Dora,DE,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,1.40,0.60,4.20,1.30,0.60,0.30,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.22,DL,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18617,1,2018,ARI,35,Elijhaa Penny,RB,OFF,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.00,385.00,1
18909,1,2018,ARI,43,Haason Reddick,ILB,DEF,16,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.10,8.00,4.20,1.80,12.60,3.80,0.20,0.60,0.30,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,37.06,LB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18927,1,2018,ARI,36,Budda Baker,SS,DEF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.20,31.60,3.10,1.30,9.10,2.70,8.80,1.20,0.60,0.00,0.60,0.10,0.00,0.00,0.00,0.00,0.00,0.00,104.91,DB,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1
18974,1,2018,ARI,16,Chad Williams,WR,OFF,16,16,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,3.00,28.00,9.3,0.00,0.00,28.20,20.00,298.00,14.9,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.60,WR,,0.00,0,0,54.60,0.00,0.00,0.00,0.00,0.00,64.60,296.00,275.00,1
